id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12487,M,1.6125,1.2,0.45,45.1607535,19.66037825,9.015141,14.17475,14.0
12488,M,1.45,1.1875,0.3875,31.62386725,15.762322,6.22271525,7.5126175,9.0
12489,I,1.375,1.075,0.35,20.19901875,9.695529,4.082328,6.3786375,8.0
12490,M,1.475,1.125,0.3625,24.8058125,10.9712565,5.14543425,7.7961125,15.0
12491,M,1.425,1.1,0.3875,26.20911275,11.69416875,5.2446575,8.3631025,11.0
12492,M,1.425,1.1,0.4125,28.76056775,9.87980075,6.010094,8.9867915,13.0
12493,I,1.0,0.775,0.225,8.674947,3.685435,1.927766,2.4664065,7.0
12494,M,0.9,0.675,0.2125,6.87475375,2.65067825,1.43164975,1.984465,7.0
12495,M,1.475,1.1625,0.4,32.31843,11.169703,6.64795775,8.9300925,13.0
12496,M,1.2625,0.975,0.3375,20.25571775,8.97261675,4.94698775,5.10291,8.0
12497,M,1.175,0.9375,0.3375,15.3937785,6.5487345,2.56562975,4.3941725,8.0
12498,F,1.5625,1.2875,0.4375,36.5425055,16.329312,8.60407325,11.056305,13.0
12499,I,1.425,1.075,0.35,21.1203775,9.31281075,4.2240755,6.23689,9.0
12500,I,1.175,0.9,0.275,12.587178,5.06038575,2.36718325,3.96893,7.0
12501,I,0.6375,0.4625,0.15,2.438057,1.13398,0.5953395,0.7087375,4.0
12502,I,0.8875,0.6625,0.225,5.82582225,2.48058125,1.4458245,1.8427175,6.0
12503,F,1.5625,1.25,0.4375,36.61337925,16.68368075,8.9300925,10.489315,11.0
12504,I,0.9375,0.725,0.25,6.98815175,3.55786225,1.63009625,2.48058125,7.0
12505,F,1.25,0.95,0.3125,18.030282,8.731646,4.53592,4.9611625,9.0
12506,F,1.325,1.05,0.4125,22.5378525,9.62465525,4.8477645,5.8116475,11.0
12507,F,1.5875,1.2125,0.4125,29.95124675,13.08329425,8.5331995,8.6465975,9.0
12508,M,1.375,1.1,0.35,22.41027975,10.77281,4.762716,7.2291225,10.0
12509,I,1.05,0.775,0.225,9.28446125,4.139027,1.74349425,2.4664065,7.0
12510,F,1.2875,1.0,0.4125,23.71435675,8.334753,4.3374735,7.087375,16.0
12511,I,1.25,0.9625,0.325,18.01610725,8.334753,4.35164825,4.6776675,8.0
12512,M,1.55,1.2,0.4125,32.31843,11.623295,6.577084,10.13494625,16.0
12513,M,0.7875,0.575,0.2125,3.30271675,1.0489315,0.680388,1.13398,5.0
12514,M,1.5625,1.225,0.3875,30.4190135,13.62193475,7.01650125,8.0796075,9.0
12515,I,1.175,0.925,0.2875,13.380964,6.76135575,2.87747425,3.8271825,7.0
12516,F,1.3875,1.075,0.4125,24.720764,10.78698475,4.706017,7.087375,13.0
12517,M,1.1125,0.875,0.275,11.94931425,4.63514325,2.891649,3.8271825,8.0
12518,M,1.725,1.3625,0.5125,48.23667425,21.16290175,10.24834425,13.097469,13.0
12519,M,1.225,0.9625,0.3,16.71203025,7.47009325,2.9199985,4.7343665,10.0
12520,F,1.4,1.125,0.3875,30.0221205,13.947954,5.96756975,7.5126175,9.0
12521,M,1.4125,1.1,0.4,26.2232875,10.375917,5.68407475,7.7961125,12.0
12522,F,1.2875,0.9875,0.3375,17.236496,5.896696,3.231843,5.2446575,12.0
12523,I,0.75,0.5875,0.2,3.6003865,1.34660125,0.680388,1.190679,6.0
12524,I,1.225,0.95,0.2625,15.74814725,8.15048125,3.04757125,4.6776675,8.0
12525,I,1.1625,0.8875,0.3,12.54465375,5.37223025,3.04757125,3.5436875,8.0
12526,F,1.575,1.2125,0.3875,31.18445,14.571643,6.25106475,8.788345,10.0
12527,F,1.425,1.125,0.3875,28.7180435,13.25339125,6.76135575,7.7961125,11.0
12528,I,0.775,0.5875,0.175,4.40834725,1.871067,0.92135875,1.2757275,6.0
12529,M,1.6375,1.2875,0.4375,41.4753185,16.4710595,7.47009325,11.3398,10.0
12530,I,1.4125,1.1125,0.375,24.6357155,12.0485375,5.329706,6.6621325,8.0
12531,I,1.0375,0.8,0.25,10.02154825,4.37999775,2.11203775,2.83495,8.0
12532,I,1.45,1.075,0.3625,24.720764,9.8372765,4.082328,7.01650125,12.0
12533,F,1.4875,1.1875,0.375,31.75144,13.6928085,7.257472,9.07184,11.0
12534,I,1.375,1.125,0.375,24.5223175,9.07184,5.5281525,7.087375,15.0
12535,M,1.525,1.2375,0.4625,36.61337925,16.4710595,8.15048125,9.07184,11.0
12536,M,1.375,1.025,0.3875,25.16018125,12.1619355,5.499803,5.499803,10.0
12537,M,1.4375,1.0625,0.4375,25.911443,11.35397475,4.819415,7.7961125,16.0
12538,M,1.5375,1.1875,0.4375,33.40988575,12.5021295,7.3992195,9.7805775,13.0
12539,I,1.375,1.0625,0.425,24.834162,9.39785925,5.62737575,7.087375,13.0
12540,F,1.4125,1.1125,0.3375,27.19901875,9.87980075,6.39281225,8.0796075,10.0
12541,F,1.5125,1.175,0.4375,29.95124675,10.21999475,6.010094,10.20582,12.0
12542,F,1.3,1.0125,0.325,18.4555245,8.46232575,3.67126025,5.10291,8.0
12543,I,0.9375,0.7,0.275,6.50621025,2.6932025,1.814368,2.4097075,7.0
12544,M,1.325,1.05,0.3875,19.83047525,8.32057825,3.78465825,6.3219385,9.0
12545,M,1.5875,1.2125,0.425,34.0194,16.499409,7.767763,8.164656,9.0
12546,M,1.5625,1.225,0.45,34.5013415,15.03940975,6.81805475,9.355335,11.0
12547,M,1.6375,1.3,0.4375,38.9805625,17.6617385,7.66853975,10.20582,10.0
12548,I,0.8,0.6,0.1875,4.94698775,2.041164,1.00640725,1.417475,6.0
12549,M,1.675,1.3125,0.5,40.25629,19.674553,9.015141,11.3398,12.0
12550,M,1.6125,1.275,0.4375,41.80133775,17.1514475,7.3992195,11.623295,16.0
12551,I,0.725,0.525,0.1625,2.83495,0.97805775,0.77961125,0.850485,5.0
12552,M,1.55,1.2125,0.4,33.9910505,14.92601175,8.278054,8.9300925,10.0
12553,M,1.5625,1.225,0.45,31.3261975,13.19669225,6.64795775,9.6671795,11.0
12554,I,0.4875,0.325,0.1125,0.86465975,0.3118445,0.21262125,0.283495,4.0
12555,M,1.575,1.2125,0.4125,33.622507,11.94931425,5.443104,10.0640725,14.0
12556,F,1.5125,1.1875,0.425,31.70891575,15.422128,6.67630725,7.654365,9.0
12557,M,1.1625,0.875,0.3125,13.45183775,5.6982495,2.96252275,4.3941725,9.0
12558,I,1.125,0.8375,0.3,11.793392,5.1312595,2.4097075,3.118445,8.0
12559,M,1.4875,1.1375,0.375,26.365035,12.7289255,5.62737575,7.7961125,12.0
12560,I,1.4625,1.05,0.375,22.5378525,10.6877615,4.8477645,5.79747275,11.0
12561,M,1.625,1.3,0.4375,39.859397,19.94387325,8.71747125,9.76640275,9.0
12562,M,1.5625,1.25,0.4375,34.189497,14.69921575,7.030676,8.6465975,13.0
12563,F,1.2875,0.975,0.325,18.030282,7.07320025,3.92640575,5.953395,10.0
12564,F,1.875,1.425,0.4875,53.4388075,26.0531905,12.47378,12.85649825,11.0
12565,M,1.5375,1.1875,0.4125,31.19862475,15.35125425,7.21494775,7.7961125,11.0
12566,F,1.55,1.225,0.425,37.0527965,18.01610725,7.01650125,12.2186345,11.0
12567,M,1.4125,1.1375,0.5125,46.096287,12.37455675,4.46504625,11.623295,23.0
12568,M,1.5625,1.2125,0.475,32.16250775,11.58077075,7.52679225,8.3631025,15.0
12569,M,1.6125,1.275,0.4625,39.2073585,19.46193175,8.561549,10.942907,9.0
12570,I,1.1,0.8625,0.2625,11.66581925,5.62737575,2.14038725,3.685435,6.0
12571,M,1.6625,1.2625,0.4125,34.62891425,17.519991,8.68912175,9.70970375,10.0
12572,M,1.5375,1.175,0.3875,28.576296,12.5021295,6.30776375,8.6465975,9.0
12573,F,1.4375,1.1125,0.2875,24.1821235,11.8784405,5.386405,6.520385,11.0
12574,F,1.45,1.1125,0.3125,24.323871,10.64523725,5.6982495,6.76135575,9.0
12575,F,1.6,1.2625,0.4125,32.4601775,14.30232275,7.8528115,9.4970825,11.0
12576,M,1.275,0.975,0.35,23.00561925,6.860579,5.046211,5.386405,15.0
12577,I,1.25,0.9625,0.3625,18.01610725,6.7755305,3.3735905,4.365823,9.0
12578,I,0.9375,0.7125,0.2375,6.23689,3.13261975,1.2757275,1.927766,7.0
12579,M,1.6875,1.375,0.4875,44.43784125,19.674553,10.5176645,11.1980525,10.0
12580,I,1.2625,0.9625,0.3,16.5844575,7.49844275,3.50116325,5.2446575,8.0
12581,F,1.4875,1.175,0.4375,31.6096925,11.04213025,6.8322295,9.355335,16.0
12582,F,1.625,1.2875,0.4875,39.19318375,18.5122235,8.2497045,11.623295,13.0
12583,M,1.6,1.3125,0.475,37.3929905,14.35902175,6.98815175,11.90679,18.0
12584,M,1.075,0.8125,0.2875,10.33339275,4.5075705,2.33883375,2.9766975,9.0
12585,F,1.7125,1.325,0.425,44.8772585,15.4504775,9.48290775,14.21727425,20.0
12586,M,1.375,1.05,0.4125,23.3883375,9.412034,5.8683465,6.9456275,8.0
12587,F,1.6375,1.2875,0.45,38.82464025,17.293195,8.60407325,11.623295,10.0
12588,M,1.1625,0.8875,0.3,15.2236815,6.13766675,3.061746,4.3941725,9.0
12589,F,1.2125,0.9375,0.3875,16.68368075,7.654365,3.6003865,4.9611625,9.0
12590,I,0.5875,0.4,0.15,1.54504775,0.60951425,0.32601925,0.4252425,4.0
12591,F,1.6,1.2625,0.45,36.7693015,16.6411565,8.3631025,10.489315,10.0
12592,I,1.4375,1.125,0.3875,24.323871,10.47514025,5.59902625,7.2291225,10.0
12593,M,1.4375,1.1,0.4,28.02348075,10.73028575,5.6982495,8.50485,17.0
12594,I,0.8625,0.6375,0.2125,5.96756975,2.19708625,0.9355335,1.5592225,6.0
12595,M,1.3125,1.0,0.375,18.10115575,8.29222875,4.025629,5.5281525,9.0
12596,M,1.4375,1.125,0.375,24.607366,11.679994,5.159609,6.520385,8.0
12597,F,1.5625,1.225,0.4,34.6147395,17.1514475,6.30776375,8.68912175,10.0
12598,M,1.4375,1.125,0.5125,33.55163325,13.4660125,6.67630725,10.77281,16.0
12599,I,1.35,1.0375,0.375,21.659018,9.82310175,4.932813,7.2291225,9.0
12600,F,1.6875,1.3,0.5,39.519203,17.916884,9.241937,11.3398,12.0
12601,I,0.9375,0.6875,0.25,5.443104,2.82077525,1.8994165,1.984465,8.0
12602,M,1.625,1.2375,0.425,36.7693015,17.08057375,8.23552975,8.26387925,9.0
12603,F,1.6875,1.3125,0.3875,41.4753185,17.73261225,9.00096625,11.0279555,11.0
12604,I,0.8125,0.625,0.225,5.85417175,2.19708625,1.00640725,2.16873675,6.0
12605,F,1.425,1.0625,0.425,28.803092,10.5743635,5.59902625,8.788345,15.0
12606,M,1.3,0.95,0.3,15.87572,7.92368525,3.72795925,4.1673765,9.0
12607,M,0.85,0.6375,0.225,4.97533725,2.14038725,0.86465975,1.417475,5.0
12608,I,1.2125,0.925,0.3125,14.5999925,6.973977,2.84912475,4.9611625,9.0
12609,F,1.4,1.1125,0.4,26.63435525,12.65805175,4.706017,7.087375,11.0
12610,F,1.3125,1.1,0.3375,24.13959925,10.6310625,4.86193925,5.726599,12.0
12611,I,1.1,0.85,0.25,10.41844125,4.139027,2.16873675,3.40194,7.0
12612,F,1.6125,1.275,0.4375,36.3724085,13.5227115,8.54737425,11.056305,15.0
12613,F,1.7,1.2875,0.425,44.9906565,20.93610575,9.99319875,11.1980525,9.0
12614,M,1.5125,1.1875,0.3875,28.4912475,13.90542975,5.9250455,7.72523875,10.0
12615,F,1.4625,1.0875,0.3875,26.01066625,11.66581925,6.59125875,7.2291225,10.0
12616,F,1.475,1.1625,0.3875,29.21415975,12.28950825,6.406987,9.2135875,10.0
12617,I,1.2875,1.0625,0.3,17.42076775,7.3425205,4.06815325,5.953395,9.0
12618,M,1.5,1.225,0.3875,35.84794275,17.67591325,8.1930055,8.6465975,10.0
12619,F,1.6125,1.25,0.4375,38.14425225,17.0097,7.9662095,10.0640725,8.0
12620,I,1.025,0.7875,0.25,10.24834425,4.6776675,1.74349425,2.48058125,8.0
12621,M,1.15,0.9125,0.3,13.53688625,5.6699,2.62232875,3.6570855,9.0
12622,I,1.5625,1.2375,0.4,32.0632845,13.16834275,6.90310325,8.788345,11.0
12623,F,1.5125,1.225,0.4875,30.94347925,11.94931425,7.7394135,11.623295,16.0
12624,M,1.7,1.4,0.4625,46.4648305,22.509503,10.20582,12.757275,11.0
12625,M,1.675,1.3,0.4,35.3518265,14.0330025,8.50485,9.355335,12.0
12626,F,1.4875,1.1625,0.3625,30.51823675,14.16057525,5.17378375,9.07184,11.0
12627,F,1.425,1.125,0.35,24.50814275,11.15552825,6.02426875,6.9456275,11.0
12628,F,1.3125,1.0125,0.35,22.5378525,8.845044,4.12485225,7.37087,14.0
12629,F,1.4375,1.125,0.4625,24.153774,12.74310025,4.89028875,6.520385,12.0
12630,F,1.6375,1.3125,0.4875,49.34230475,19.09338825,9.87980075,14.0330025,11.0
12631,M,1.2125,0.925,0.2875,17.349894,8.60407325,2.87747425,4.0539785,7.0
12632,I,0.4875,0.375,0.1,0.69456275,0.21262125,0.12757275,0.1417475,4.0
12633,I,1.125,0.8375,0.225,10.41844125,4.706017,1.74349425,3.2601925,7.0
12634,I,1.075,0.8125,0.25,10.41844125,4.60679375,1.814368,2.9766975,7.0
12635,F,1.4375,1.1375,0.3125,26.32251075,10.16329575,5.8683465,8.50485,13.0
12636,M,1.525,1.175,0.4375,30.844256,10.7444605,5.839997,10.489315,18.0
12637,M,1.475,1.1375,0.375,28.76056775,12.85649825,6.98815175,7.93786,10.0
12638,I,1.3,1.0,0.3125,18.92329125,7.087375,3.72795925,5.953395,9.0
12639,F,1.5,1.225,0.475,31.56716825,11.75086775,7.01650125,9.7805775,18.0
12640,M,1.4375,1.1875,0.4,34.6147395,17.519991,7.1724235,7.7961125,11.0
12641,F,1.4375,1.1125,0.375,27.0170735,11.18387775,7.1724235,7.37087,11.0
12642,I,1.2,0.95,0.3,15.762322,7.52679225,3.61456125,4.1673765,8.0
12643,I,0.5875,0.4,0.1875,1.82854275,0.60951425,0.283495,0.4252425,5.0
12644,M,1.6125,1.3125,0.4375,37.71900975,18.10115575,8.29222875,9.4970825,12.0
12645,M,1.7125,1.3625,0.5,49.34230475,19.6462035,11.97766375,13.60776,11.0
12646,M,1.25,0.9375,0.3125,16.9813505,8.97261675,3.27436725,4.20990075,8.0
12647,F,1.225,0.9875,0.325,18.24290325,9.31281075,4.3941725,4.932813,8.0
12648,M,1.425,1.125,0.425,27.0170735,13.4660125,6.5487345,7.93786,12.0
12649,F,1.375,1.05,0.3625,26.3933845,11.793392,5.4714535,7.7961125,8.0
12650,F,1.4875,1.1875,0.3875,29.15746075,12.0485375,7.01650125,8.0796075,10.0
12651,I,0.825,0.6125,0.1875,4.6209685,1.91359125,1.70097,1.70097,7.0
12652,F,1.6375,1.3125,0.4375,38.00250475,14.35902175,8.3064035,10.0640725,13.0
12653,M,1.6125,1.2375,0.4375,36.92522375,17.4916415,8.845044,8.50485,9.0
12654,I,0.925,0.6875,0.25,6.30776375,2.6932025,1.31825175,1.984465,6.0
12655,M,1.325,1.0625,0.325,19.504456,8.77417025,3.41611475,5.953395,9.0
12656,F,1.4375,1.125,0.4,27.0737725,13.4660125,4.649318,7.7961125,10.0
12657,F,1.45,1.125,0.375,25.741346,11.75086775,5.99591925,6.23689,8.0
12658,M,1.4375,1.175,0.4125,31.56716825,14.5432935,6.76135575,8.788345,10.0
12659,I,0.9,0.675,0.2,5.6699,2.2963095,1.77184375,1.984465,6.0
12660,I,0.9375,0.675,0.2375,6.23689,2.83495,1.23320325,1.984465,7.0
12661,I,0.6,0.45,0.15,2.721552,1.020582,0.52446575,0.69456275,4.0
12662,F,1.8,1.375,0.4875,53.14113775,25.18853075,11.60912025,15.4504775,12.0
12663,F,1.3125,1.0125,0.325,19.447757,7.92368525,4.1673765,7.37087,12.0
12664,I,1.25,1.0125,0.375,19.66037825,8.20718025,5.5848515,6.6621325,11.0
12665,I,1.225,0.925,0.275,15.74814725,6.67630725,3.061746,5.2446575,8.0
12666,F,1.475,1.1625,0.4,33.38153625,17.4349425,7.767763,8.221355,10.0
12667,I,1.175,0.8875,0.2875,14.2597985,7.07320025,2.5231055,3.75630875,8.0
12668,F,1.4625,1.175,0.4625,27.76833525,11.736693,6.30776375,8.221355,11.0
12669,F,1.1,0.8875,0.3,11.55242125,4.4508715,2.2963095,3.5436875,10.0
12670,I,1.025,0.775,0.2375,7.10154975,3.2601925,1.68679525,2.4664065,6.0
12671,I,0.925,0.6875,0.2375,6.30776375,2.56562975,1.37495075,1.984465,7.0
12672,I,0.9125,0.6625,0.2,6.13766675,2.721552,1.0489315,1.74349425,6.0
12673,M,1.525,1.175,0.4625,33.12639075,14.67086625,6.98815175,10.489315,11.0
12674,F,1.4375,1.125,0.3875,25.51455,11.12717875,5.9250455,6.520385,9.0
12675,M,0.925,0.7,0.35,6.633783,2.721552,1.6159215,2.211261,13.0
12676,F,1.5625,1.2125,0.4125,35.76289425,14.685041,7.55514175,9.7805775,26.0
12677,M,1.3375,1.0125,0.3375,20.11397025,7.69688925,4.35164825,6.50621025,9.0
12678,F,1.625,1.25,0.425,32.50270175,13.154168,8.12213175,8.50485,10.0
12679,M,0.875,0.65,0.225,5.25883225,1.927766,1.09145575,1.984465,11.0
12680,I,0.975,0.725,0.225,7.144074,3.01922175,1.68679525,2.1262125,7.0
12681,I,1.275,1.0,0.2625,16.42853525,6.56290925,3.84135725,5.10291,9.0
12682,M,1.5625,1.225,0.375,31.524644,13.947954,7.15824875,8.3631025,11.0
12683,M,1.5875,1.2375,0.425,35.3518265,16.499409,8.46232575,9.4970825,11.0
12684,I,0.7375,0.575,0.1875,3.67126025,1.2190285,0.793786,1.13398,6.0
12685,F,1.5375,1.2125,0.375,35.096681,15.35125425,8.391452,10.0640725,8.0
12686,I,1.375,1.025,0.325,19.40523275,9.7238785,4.60679375,5.48562825,8.0
12687,F,1.65,1.3125,0.4375,48.477645,19.6462035,9.39785925,12.0485375,14.0
12688,M,1.55,1.2125,0.4375,34.31706975,16.782904,7.654365,8.3631025,9.0
12689,M,1.4125,1.1,0.3625,24.323871,11.0846545,4.40834725,6.520385,8.0
12690,F,1.4875,1.075,0.375,25.95396725,10.33339275,5.5281525,7.087375,9.0
12691,M,1.4375,1.125,0.4625,29.49765475,12.0485375,4.89028875,8.3631025,10.0
12692,F,1.4375,1.075,0.4125,24.50814275,8.32057825,4.479221,9.7805775,15.0
12693,F,1.4375,1.15,0.475,35.3518265,10.44679075,6.1518415,11.3398,13.0
12694,F,1.4625,1.125,0.4125,26.40755925,10.149121,6.4353365,6.3786375,8.0
12695,I,0.6125,0.45,0.1375,2.62232875,1.1056305,0.623689,0.69456275,7.0
12696,I,1.0875,0.825,0.2875,9.4970825,4.422522,1.8427175,3.2601925,8.0
12697,M,1.525,1.1875,0.375,32.8570705,13.99047825,7.24329725,7.7394135,9.0
12698,F,1.675,1.3,0.4375,47.8823055,21.64484325,9.17106325,11.66581925,11.0
12699,M,1.5625,1.25,0.425,31.19862475,13.60776,7.314171,9.922325,11.0
12700,M,1.3,0.975,0.3625,21.1203775,8.23552975,4.3941725,6.80388,11.0
12701,M,0.7125,0.525,0.1375,3.005047,1.1056305,0.75126175,0.850485,5.0
12702,M,1.6875,1.275,0.5,39.02308675,13.53688625,8.9300925,13.60776,12.0
12703,F,1.6125,1.3,0.5,46.13881125,23.71435675,10.07824725,12.3320325,10.0
12704,F,1.425,1.0125,0.3625,22.52367775,8.63242275,5.556502,7.654365,12.0
12705,F,1.4875,1.1625,0.3875,27.385617,13.7495075,5.0745605,6.6621325,11.0
12706,I,0.6375,0.4625,0.125,1.99863975,0.623689,0.396893,0.56699,4.0
12707,I,0.7375,0.55,0.175,3.86970675,1.65844575,1.1623295,0.9922325,6.0
12708,F,1.825,1.3875,0.5375,55.23900075,21.92833825,12.48795475,18.200379,12.0
12709,F,1.4,1.1375,0.4125,30.432416,13.87708025,6.95980225,9.355335,10.0
12710,M,1.2125,0.9375,0.375,16.88212725,5.59902625,3.1467945,5.953395,8.0
12711,I,1.1,0.8125,0.2625,12.74310025,5.1312595,2.778251,3.96893,8.0
12712,M,1.4,1.1125,0.3625,26.23746225,11.01378075,6.010094,8.221355,13.0
12713,I,0.875,0.65,0.225,5.10291,2.08368825,1.020582,1.8427175,6.0
12714,M,1.575,1.2,0.4125,32.601925,14.72756525,6.56290925,8.3064035,12.0
12715,M,1.525,1.175,0.3875,30.900955,13.947954,7.7394135,7.5126175,10.0
12716,F,1.4875,1.1625,0.425,28.066005,10.84368375,6.2652395,7.5126175,15.0
12717,I,1.1,0.8375,0.275,11.169703,5.85417175,2.42388225,3.118445,7.0
12718,I,0.9,0.675,0.25,5.85417175,2.48058125,1.51669825,1.984465,7.0
12719,M,1.2,0.9875,0.325,16.896302,7.030676,3.6003865,4.9611625,9.0
12720,F,1.425,1.125,0.3625,28.02348075,11.49572225,6.747181,7.087375,9.0
12721,F,1.525,1.1625,0.4,31.127751,14.74174,6.406987,7.93786,11.0
12722,M,1.4375,1.125,0.35,25.798045,10.77281,4.9044635,6.80388,9.0
12723,M,1.5,1.1375,0.375,31.70891575,15.37960375,6.47786075,8.0229085,9.0
12724,I,0.6875,0.5375,0.1625,3.01922175,1.45999925,0.63786375,0.907184,5.0
12725,I,0.9875,0.725,0.225,8.57572375,3.9405805,1.77184375,2.26796,7.0
12726,F,1.65,1.2625,0.4375,38.838815,17.93105875,8.15048125,10.0640725,14.0
12727,I,0.5375,0.4125,0.1625,1.88524175,0.7654365,0.396893,0.4252425,5.0
12728,I,1.0625,0.8,0.275,9.82310175,3.78465825,1.7293195,2.9199985,9.0
12729,F,0.825,0.6375,0.1875,5.06038575,2.11203775,0.86465975,1.417475,5.0
12730,F,1.125,0.8375,0.2875,12.74310025,5.91087075,2.6365035,4.1106775,11.0
12731,F,1.525,1.175,0.4125,33.40988575,15.03940975,7.6260155,8.1930055,11.0
12732,M,1.65,1.3125,0.4375,41.730464,18.257078,7.95203475,11.623295,10.0
12733,F,1.325,1.075,0.3625,21.8007655,9.7238785,4.63514325,7.2291225,8.0
12734,M,1.575,1.2625,0.425,34.302895,14.4298955,6.690482,10.0640725,13.0
12735,I,1.1,0.85,0.2875,13.3526145,6.25106475,2.65067825,3.35941575,7.0
12736,M,1.6375,1.3375,0.4625,46.67745175,21.262125,8.09378225,11.90679,11.0
12737,M,1.8,1.425,0.55,59.1654065,28.50542225,14.92601175,16.08834125,11.0
12738,M,1.0375,0.8125,0.275,10.53183925,3.21766825,1.60174675,2.9766975,13.0
12739,F,1.225,0.9625,0.3125,15.87572,6.67630725,2.93417325,5.2446575,10.0
12740,I,0.7,0.525,0.1625,3.07592075,1.1623295,0.80796075,0.850485,6.0
12741,F,1.6125,1.25,0.4,37.03862175,19.2757275,7.27164675,10.0640725,10.0
12742,I,1.175,0.8625,0.35,13.664459,5.37223025,2.48058125,3.5436875,7.0
12743,F,1.325,1.0625,0.325,23.91280325,9.7238785,5.40057975,7.087375,13.0
12744,I,0.95,0.7125,0.2875,8.618248,3.78465825,1.48834875,2.1262125,7.0
12745,M,1.5625,1.225,0.425,34.06192425,17.1514475,7.10154975,8.3631025,12.0
12746,F,1.6375,1.2625,0.475,37.194544,15.03940975,8.85921875,11.623295,9.0
12747,F,1.2625,0.9625,0.325,22.15513425,10.432616,4.74854125,4.6776675,11.0
12748,F,1.6625,1.3125,0.4,36.61337925,15.52135125,8.29222875,9.07184,11.0
12749,F,1.75,1.3625,0.5,49.34230475,22.80717275,9.17106325,14.74174,10.0
12750,I,0.9875,0.75,0.3125,9.4970825,4.025629,2.14038725,2.551455,7.0
12751,M,1.45,1.125,0.375,25.92561775,9.87980075,6.10931725,7.12989925,12.0
12752,M,1.7,1.35,0.4375,47.86813075,18.9091165,10.546014,11.623295,14.0
12753,M,1.5,1.1875,0.4375,34.6147395,16.499409,7.64019025,9.18387775,9.0
12754,M,1.575,1.225,0.375,32.78619675,15.2803805,6.917278,8.901743,10.0
12755,M,1.4625,1.125,0.4,25.92561775,9.2702865,5.443104,7.5126175,14.0
12756,F,1.5375,1.1875,0.4125,29.6819265,12.303683,5.51397775,9.63883,10.0
12757,F,1.5375,1.1875,0.3625,31.6096925,15.40795325,6.973977,9.2135875,9.0
12758,F,1.7625,1.35,0.45,43.50230775,13.154168,9.87980075,12.190285,11.0
12759,F,1.45,1.125,0.375,28.08017975,12.48795475,6.53455975,8.3631025,13.0
12760,F,1.4875,1.2,0.35,29.49765475,11.169703,7.0023265,8.0796075,14.0
12761,M,1.425,1.1375,0.375,27.62658775,12.813974,7.2291225,7.087375,11.0
12762,I,1.525,1.2125,0.425,30.65998425,9.87980075,5.443104,9.922325,17.0
12763,M,1.525,1.225,0.4125,30.277266,12.82814875,6.463686,8.9300925,12.0
12764,F,1.55,1.175,0.425,28.462898,12.757275,6.98815175,9.2135875,12.0
12765,M,1.3,1.0,0.3375,19.66037825,8.391452,4.5075705,5.6699,8.0
12766,I,0.7,0.5,0.175,2.721552,1.0489315,0.52446575,0.850485,5.0
12767,I,1.0875,0.8625,0.275,10.41844125,4.83358975,2.2963095,3.5436875,7.0
12768,F,1.4375,1.15,0.3625,26.6201805,11.679994,5.57067675,7.72523875,8.0
12769,I,1.025,0.7625,0.2375,9.25611175,3.78465825,1.74349425,2.83495,7.0
12770,M,1.5125,1.2,0.4375,34.6147395,14.2030995,7.10154975,8.3631025,10.0
12771,F,1.6625,1.2625,0.4375,37.32211675,17.293195,7.7961125,9.4970825,9.0
12772,I,1.1,0.8125,0.2875,10.41844125,4.5075705,2.16873675,3.40194,7.0
12773,I,0.6875,0.4875,0.1875,3.6003865,1.474174,0.32601925,0.9922325,6.0
12774,F,1.55,1.225,0.425,32.0632845,15.422128,7.10154975,8.221355,9.0
12775,I,1.3125,0.95,0.3375,23.51591025,11.4248485,4.5642695,5.386405,11.0
12776,F,1.6375,1.325,0.475,44.43784125,18.21455375,9.05766525,11.49572225,10.0
12777,F,1.5,1.1875,0.375,29.72445075,13.16834275,6.64795775,8.9300925,9.0
12778,M,1.3,1.0,0.3125,17.27902025,7.6827145,4.025629,5.6699,8.0
12779,M,1.2625,1.0,0.3875,18.71067,7.78193775,4.01145425,4.9611625,8.0
12780,M,1.6,1.2375,0.3875,32.72949775,15.5071765,6.690482,8.68912175,10.0
12781,M,1.4125,1.1125,0.35,23.7285315,10.64523725,5.79747275,7.087375,9.0
12782,I,1.025,0.75,0.25,7.98038425,3.55786225,1.43164975,2.4097075,7.0
12783,F,1.475,1.15,0.4125,27.71163625,12.09106175,6.633783,7.087375,8.0
12784,I,1.3125,1.025,0.3625,22.8780465,8.09378225,5.42892925,6.23689,9.0
12785,I,0.5625,0.4375,0.1125,1.45999925,0.737087,0.396893,0.4819415,5.0
12786,I,1.1,0.825,0.2625,12.99824575,5.443104,2.67902775,3.2601925,7.0
12787,M,1.3,0.9875,0.3,18.71067,8.8733935,3.96893,4.9611625,9.0
12788,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.07087375,0.226796,5.0
12789,F,1.55,1.2,0.4375,37.32211675,13.947954,7.98038425,11.623295,20.0
12790,M,1.15,0.9,0.3,14.35902175,6.860579,3.118445,4.1106775,7.0
12791,M,1.625,1.3125,0.425,42.807745,19.220961,6.56290925,11.3398,11.0
12792,F,1.7125,1.35,0.4375,49.68249875,18.8524175,10.50348975,17.57669,20.0
12793,M,1.6125,1.3,0.4375,39.81687275,18.1153305,8.164656,10.489315,9.0
12794,M,1.4625,1.125,0.4,31.127751,10.035723,6.56290925,9.7805775,15.0
